index,original_text,text,category,quarter,ground_truth
23423,Well so much for democracy :( #disgrace #morons #MAGAmorons #TrumpCult #CapitolHill,well so much for democracy,us_capitol,Q1_2021,0
23430,This is wonderful. Too bad the magamorons don t have the cognitive ability to grasp these truths.,this is wonderful too bad the magamorons don t have the cognitive ability to grasp these truths,us_capitol,Q1_2021,1
23439,Capitol rioter s attorney claims he has to deprogram his client from cult leader Trump,capitol rioter s attorney claims he has to deprogram his client from cult leader trump,us_capitol,Q1_2021,0
23441,"And now this... Several international security officials are urging the US Gov't to investigate the Federal Law Enforcement's conversant behavior during Trump's failed #Coup! Smh.. Even they can see it from across the world, CAN WE?? #TheyWereINOnIt #USCapitolRiot #LockTHEMUp",and now this several international security officials are urging the us govt to investigate the federal law enforcements conversant behavior during trumps failed coup smh even they can see it from across the world can we,us_capitol,Q1_2021,0
23442,"No remorse, no sympathy for the fallen, it s all about him...still. What a sorry excuse for a human being. And to those who follow &amp; empower him? Wake up! #TrumpFailedAmerica #TrumpIsACriminal #TrumpCult #TrumpDerangementSyndrome",no remorse no sympathy for the fallen it s all about himstill what a sorry excuse for a human being and to those who follow  empower him wake up,us_capitol,Q1_2021,1
23446,"This is raw, heartbreaking and it s wrong!! #Republicans #truth #TrumpInsurrection #AmericaOrTrump",this is raw heartbreaking and it s wrong,us_capitol,Q1_2021,0
23452,"Napa man and Trump supporter, arrested with explosives may have been targeting Newsom, authorities say. #GOPComplicitTraitors #TrumpInsurrection",napa man and trump supporter arrested with explosives may have been targeting newsom authorities say,us_capitol,Q1_2021,0
23457,"If you trumpsters ever read the Gospels, you did not get it",if you trumpsters ever read the gospels you did not get it,us_capitol,Q1_2021,0
23462,While proving who the moron really is... - A Man Called His Ex A 'Moron' By Text While Storming The Capitol. She Turned Him In -,while proving who the moron really is  a man called his ex a moron by text while storming the capitol she turned him in,us_capitol,Q1_2021,0
23463,"What a deranged, sore loser. Exactly what we know him to be. @realDonaldTrump @POTUS @EricTrump @DonaldJTrumpJr @IvankaTrump #25AmendmentNow #TrumpIsACriminal #LockThemUp",what a deranged sore loser exactly what we know him to be,us_capitol,Q1_2021,0
23466,"Gee, probably shouldn't have broke into federal government buildings/committed acts of sedition and overall High Treason? I'm fairly sure y'all were told for many years how stupid and bad that was growing up? Right? #MAGATerrorists #MAGAMorons #MAGATears #MAGATraitors #cryaboutit",gee probably shouldnt have broke into federal government buildingscommitted acts of sedition and overall high treason im fairly sure yall were told for many years how stupid and bad that was growing up right,us_capitol,Q1_2021,0
23471,Saluting the Heroes of the Insurrection | The Daily Social Distancing Show,saluting the heroes of the insurrection  the daily social distancing show,us_capitol,Q1_2021,0
23481,Retweet their fucken faces so the police can #LockThemUp !!!!,retweet their fucken faces so the police can lockthemup,us_capitol,Q1_2021,0
23486,"Some crowd-sourcers are getting a bit flustered when they send in solid tips, don t hear anything back from the FBI &amp; wonder whether the info they provided got into the right hands. @SeditionHunters @capitolhunters Find #TrumpRioters &amp; #LockThemUp.",some crowdsourcers are getting a bit flustered when they send in solid tips don t hear anything back from the fbi  wonder whether the info they provided got into the right hands find trumprioters  lockthemup,us_capitol,Q1_2021,0
23488,If only the #GOPCowards had gonads #ImpeachmentTrial #TrumpInsurrection. And so we have this #MAGATerrorists ATTACK seat of USA government &amp; her people. Instead of stepping up to DEFEND the homeland against these THREATS the COWARDLY Republicans flee. Draft dodgers all!,if only the gopcowards had gonads impeachmenttrial trumpinsurrection and so we have this magaterrorists attack seat of usa government  her people instead of stepping up to defend the homeland against these threats the cowardly republicans flee draft dodgers all,us_capitol,Q1_2021,1
23492,"The kingpins in illicit trade are cynical parasites. Every day, their black market in cigarettes alone robs us of R22 million needed to save lives and build a better SA. Don't enrich criminals. #LockThemUp",the kingpins in illicit trade are cynical parasites every day their black market in cigarettes alone robs us of r22 million needed to save lives and build a better sa dont enrich criminals,us_capitol,Q1_2021,0
23493,LOL #MAGAMartyr miming gold! #TrumpCoupAttempt = Stupid Coup #MAGAmorons = Stupid #WhiteWalkers,lol magamartyr miming gold trumpcoupattempt  stupid coup magamorons  stupid,us_capitol,Q1_2021,1
23505,"So much for the @GOP being the party of ""law and order."" #GOPSedition #TrumpInsurrection #ImpeachmentTrial #ConvictTrump",so much for the being the party of law and order,us_capitol,Q1_2021,0
23514,You can t fix stupid #TrumpCoupAttempt #TrumpIsACriminal #TrumpSupporters,you can t fix stupid,us_capitol,Q1_2021,0
23515,... that room is fucking ridiculous. You can tell the kind of person trump is by that disgusting decor. He s trying to be like Saudi royalty and it s absolutely disgusting. #TrumpTreason #TrumpIsACriminal,that room is fucking ridiculous you can tell the kind of person trump is by that disgusting decor he s trying to be like saudi royalty and it s absolutely disgusting,us_capitol,Q1_2021,1
23523,"Any MAGAidiots doing Trump's insurrection bidding in Sacramento, insist on food from America's Farm-to-Fork Capital when you're busted. Humor me: Insist on kosher or halal.",any magaidiots doing trumps insurrection bidding in sacramento insist on food from americas farmtofork capital when youre busted humor me insist on kosher or halal,us_capitol,Q1_2021,1
23528,ATTENTION These GOP lawmakers tied to extremist groups that stormed the Capitol Rep. #AndyBiggs (R-AZ) Rep. #LaurenBoebert (R-CO) Rep. #MattGaetz (R-FL) Rep. #PaulGosar (R-AZ) Rep. #MarjorieGreene (R-GA) #LockThemUp #MOG,attention these gop lawmakers tied to extremist groups that stormed the capitol rep andybiggs raz rep laurenboebert rco rep mattgaetz rfl rep paulgosar raz rep marjoriegreene rga,us_capitol,Q1_2021,0
23531,"Funny how they re still protesters and not RIOTERS, huh? #MAGAMorons",funny how they re still protesters and not rioters huh,us_capitol,Q1_2021,0
23540,"Oh Donnie, you re so pathetic #DonTheCon #trumpbannedfromeverything #TrumpIsACriminal #TrumpIsALaughingStock #trumpisgone",oh donnie you re so pathetic,us_capitol,Q1_2021,1
23547,Sign the Petition to have accomplice and conspirator Ted Cruz RESIGN.,sign the petition to have accomplice and conspirator ted cruz resign,us_capitol,Q1_2021,1
23556,The Worst President in History,the worst president in history,us_capitol,Q1_2021,0
23560,"These people are not the brightest crayons in the box Go ahead, Matze, Mercer, etc - watching you waste your money is a something I can watch all day, every day Who has deeper pockets? @parler_app or @amazon? #MAGAMorons",these people are not the brightest crayons in the box go ahead matze mercer etc  watching you waste your money is a something i can watch all day every day who has deeper pockets or,us_capitol,Q1_2021,0
23561,Hey #MAGAts &amp; #Trumpsters Feeling used yet?,hey magats  trumpsters feeling used yet,us_capitol,Q1_2021,1
23572,Imagine the outburst right now... I m lovin it! #TrumpMeltdown #TrumpIsNotWell #TrumpIsACriminal,imagine the outburst right now i m lovin it,us_capitol,Q1_2021,0
23575,"That's a fair assumption when someone accidentally touched the stove. But if you touch it with intent and don't care about the burning flesh, you can be sure he will try again! #TrumpCoupAttempt #TrumpHasSevereMentalIssues #TrumpIsACriminal #TrumpIsAStochasticTerrorist",thats a fair assumption when someone accidentally touched the stove but if you touch it with intent and dont care about the burning flesh you can be sure he will try again,us_capitol,Q1_2021,0
23582,"Using GOPs words to prove that even some of them, momentarily possessed a spine. #ImpeachmentTrial #impeachment #ConvictAndDisqualifyTrump #MAGATerrorists #TrumpInsurrection #January6th",using gops words to prove that even some of them momentarily possessed a spine,us_capitol,Q1_2021,0
23600,"Omg, she s a complete idiot. #BeGone #reTRUMPlicans #MAGAMorons #Criminal #IdiotsForTrump #Petty",omg she s a complete idiot,us_capitol,Q1_2021,1
23602,Justice for the #TrumpInsurrection will probably not be served due to the 44 Republicans that are all part of the #TrumpCrimeSyndicate,justice for the trumpinsurrection will probably not be served due to the 44 republicans that are all part of the,us_capitol,Q1_2021,0
23619,A sucker is born every minute -P.T. Barnum How so many millions of people can be duped into QAnon and the tRump crime syndicate - it s truly baffling and honestly embarrassing for all Americans #March4 #TrumpInsurrection,a sucker is born every minute pt barnum how so many millions of people can be duped into qanon and the trump crime syndicate  it s truly baffling and honestly embarrassing for all americans,us_capitol,Q1_2021,1
23631,if #MAGAMorons actually were outsmarted by antif* as they claim then they are so fucking stupid it s amazing #MagaFuneral,if magamorons actually were outsmarted by antif as they claim then they are so fucking stupid it s amazing,us_capitol,Q1_2021,1
23642,Jimmy Kimmel Publicly Names Members of Wednesday's Pro-Trump Mob #trumpterroristArmy #MAGAMorons #Trumpanzees,jimmy kimmel publicly names members of wednesdays protrump mob,us_capitol,Q1_2021,0
23659,Currently watching The Faces of the #TrumpInsurrection. #disgusting human beings totally. If they're at all human beings!!!!,currently watching the faces of the trumpinsurrection disgusting human beings totally if theyre at all human beings,us_capitol,Q1_2021,1
23668,I've always thought it was obvious just how insane Trumpsters sound. Do some people actually think their rants make sense?,ive always thought it was obvious just how insane trumpsters sound do some people actually think their rants make sense,us_capitol,Q1_2021,1
23683,"FUCKING POS!!! Are we allowing this shit, too?! #TrumpLootsOurHistory #TrumpInsurrection",fucking pos are we allowing this shit too,us_capitol,Q1_2021,0
23688,"Very frightening to me that medical professionals are Qanon followers / tRumpsters. A friend asked me to check out an ObGyn doctor for her in Brandon. FuQuin whack job retweeting bullshit about everybody s taxes going up, blah blah blah. I think their real idol is this: .",very frightening to me that medical professionals are qanon followers  trumpsters a friend asked me to check out an obgyn doctor for her in brandon fuquin whack job retweeting bullshit about everybody s taxes going up blah blah blah i think their real idol is this,us_capitol,Q1_2021,1
23694,"#MAGAMorons. Sit down and STFU. After 4 years of division, don't dare start whining about unity just cause you lost. Too dumb to be honest just like the GOP.",sit down and stfu after 4 years of division dont dare start whining about unity just cause you lost too dumb to be honest just like the gop,us_capitol,Q1_2021,1
23699,So says the trump loving White Supremacist !!! Do you traitors really think that PURE LIES is what good govt is All about? We see you and you are all DEPLORABLE! AND THATS THE FACTS JACK! #TrumpInsurrection,so says the trump loving white supremacist  do you traitors really think that pure lies is what good govt is all about we see you and you are all deplorable and thats the facts jack,us_capitol,Q1_2021,1
23703,"The so called proud boys are younger but they are such a tiny minority of people that age, they don't really count as voters. Most of trumpsters are older. Each year more younger new 18 year olds vote n it won't be right wing. 8 of ten at least won't be so it really is OVER",the so called proud boys are younger but they are such a tiny minority of people that age they dont really count as voters most of trumpsters are older each year more younger new 18 year olds vote n it wont be right wing 8 of ten at least wont be so it really is over,us_capitol,Q1_2021,0
23737,If 45Trump emailed supporters I wouldn't be surprised if Capitol police are on list!They had to have assistance finding their way around. Surely FBI were monitoring chatter on the internet. Something stinks and I want a mueller-type investigation #CoupKluxKlan #TrumpIsACriminal,if 45trump emailed supporters i wouldnt be surprised if capitol police are on listthey had to have assistance finding their way around surely fbi were monitoring chatter on the internet something stinks and i want a muellertype investigation,us_capitol,Q1_2021,0
23751,Ok? Thank you for holding him accountable even though he didn t get us in this shithole. We been holding Trump accountable this whole time and u think we won t do the same for Biden?!?! Trumpsters are fuckin WEIRD,ok thank you for holding him accountable even though he didn t get us in this shithole we been holding trump accountable this whole time and u think we won t do the same for biden trumpsters are fuckin weird,us_capitol,Q1_2021,1
23752,You Trumpsters involving god in this fuckery are dumb as fuck.,you trumpsters involving god in this fuckery are dumb as fuck,us_capitol,Q1_2021,1
23759,A good share of them need to be run out of our country because by voting for you they proved they don't give a shit about our country. We need to cut out the cancer know as trumpsters.,a good share of them need to be run out of our country because by voting for you they proved they dont give a shit about our country we need to cut out the cancer know as trumpsters,us_capitol,Q1_2021,1
23764,Those Trumpsters are dug in,those trumpsters are dug in,us_capitol,Q1_2021,0
23778,He meant people like you and Trump and his Trumpsters. I thought you had gone home to Liarsville and we would not have to hear from you again.,he meant people like you and trump and his trumpsters i thought you had gone home to liarsville and we would not have to hear from you again,us_capitol,Q1_2021,1
23780,Unroll of the many arrests of the #TrumpInsurrection,unroll of the many arrests of the,us_capitol,Q1_2021,0
23783,All for what? To give proof to the world that you re a racist? A traitor? You ve succeeded! #TraitorTrump #TrumpInsurrection #TrumpTreason #WorstPresidentInUSHistory,all for what to give proof to the world that you re a racist a traitor you ve succeeded,us_capitol,Q1_2021,1
23797,Twitter has officially removed sidebar trending topics because #MAGAMorons have stormed the Capitol Building in DC after months of @realDonaldTrump egging them on with #ConspiracyTheories about #voterfraud . Everything is on lockdown yet #IMPOTUS45 won't send in #NationalGuard .,twitter has officially removed sidebar trending topics because magamorons have stormed the capitol building in dc after months of egging them on with conspiracytheories about voterfraud  everything is on lockdown yet impotus45 wont send in nationalguard,us_capitol,Q1_2021,1
23812,"These people dropped what they were doing, left their homes, families, and jobs. They traveled across the country on their own dime because Trump told them to gather on January 6th to fight the election results. #inners #ImpeachmentTrial #TrumpInsurrection #maddow",these people dropped what they were doing left their homes families and jobs they traveled across the country on their own dime because trump told them to gather on january 6th to fight the election results,us_capitol,Q1_2021,0
23815,Trump supporters are trash! Why are they sooo aggressive?? #MAGAMorons,trump supporters are trash why are they sooo aggressive,us_capitol,Q1_2021,1
23821,#BOYCOTTPUBLIX #CancelAlexJones #LockThemUp @FBI needs immediately ARREST Alex Jones and Julie Jenkins Fancelli heiress to the Publix Super Markets chain this is against 18 U.S. Code 2339C - Prohibitions against the financing of terrorism,needs immediately arrest alex jones and julie jenkins fancelli heiress to the publix super markets chain this is against 18 us code 2339c  prohibitions against the financing of terrorism,us_capitol,Q1_2021,0
23854,#JusticeMatters Ok @SenateGOP your turn to do the same with #TrumpInsurrection,ok your turn to do the same with,us_capitol,Q1_2021,0
23864,"Make America great again for liars, narcissists, bad losers, rioters, etc. Thank god it s over. #LockThemUp",make america great again for liars narcissists bad losers rioters etc thank god it s over,us_capitol,Q1_2021,1
23889,I second this!! GEEZUS!! They are SO DUMB! #InsurrectionAct cannot be signed - only activated. #MAGAMorons,i second this geezus they are so dumb insurrectionact cannot be signed  only activated,us_capitol,Q1_2021,0
23890,"If they aided and abetted these traitors, #LockThemUp",if they aided and abetted these traitors,us_capitol,Q1_2021,0
23891,The only folks bitching about mail in voting is.....you got it. The Trumpsters. Never before did anyone care how you sent your vote. Suddenly it s a HUGE issue ....STILL. DAMN! I put up with Trump without alienating all my friends who voted for him. Please return the favor.,the only folks bitching about mail in voting isyou got it the trumpsters never before did anyone care how you sent your vote suddenly it s a huge issue still damn i put up with trump without alienating all my friends who voted for him please return the favor,us_capitol,Q1_2021,0
23897,Stop me if you ve heard this one before. #pandemic #Covid_19 #coronavirus #ChinaVirus #trump #TrumpIsACriminal #TrumpIsANationalDisgrace #ScienceIsBack #COVIDIOT #WelcomeBackDoctorFauci,stop me if you ve heard this one before,us_capitol,Q1_2021,0
23902,Where was @SenMikeLee s outrage when homegrown terrorists were storming the Capitol??? #TrumpInsurrection #ComplicitGOP,where was s outrage when homegrown terrorists were storming the capitol,us_capitol,Q1_2021,0
23910,Apparently he thinks Magats are too stupid to climb a wall. #MAGAMorons,apparently he thinks magats are too stupid to climb a wall,us_capitol,Q1_2021,1
23922,.@RepRaskin has some new footage of #TrumpInsurrection and it's VIOLENT. My god. #TrumpImpeachment2,has some new footage of trumpinsurrection and its violent my god,us_capitol,Q1_2021,0
23937,STUPID TRUMPSTERS PROUD OF THEIR IGNORANCE,stupid trumpsters proud of their ignorance,us_capitol,Q1_2021,1
23944,Assholes do talk Traitor Trump and his Trumpsters Traitors missed #NOT,assholes do talk traitor trump and his trumpsters traitors missed not,us_capitol,Q1_2021,1
23949,Just like the protests in Portland nothing was violent until Trumpsters showed up,just like the protests in portland nothing was violent until trumpsters showed up,us_capitol,Q1_2021,0
23958,I wonder if trumpsters think people like wearing masks. I for one hate it - but understand it s importance. Kind of like paying taxes. I hate it but it s important.,i wonder if trumpsters think people like wearing masks i for one hate it  but understand it s importance kind of like paying taxes i hate it but it s important,us_capitol,Q1_2021,0
23959,So fucking tired of hearing move on fuck that #SeditiousTraitors #TrumpConceded #DonTheCon #TrumpIsACriminal #DiaperDonnie #ByeDon #SeditionCaucus #GOPComplicitTraitors #GOPCorruptionOverCountry #TrumpIsANationalDisgrace #TrumpIsPathetic #MillionMoronMarch #maga #TrumpCrimeFamily,so fucking tired of hearing move on fuck that,us_capitol,Q1_2021,0
23963,Thank you #MAGAMorons for giving democrats everything they need to PURGE conservatives through whatever bullshit comes next. ANd fuck you Baked Alaska! Your ass belongs in prison.,thank you magamorons for giving democrats everything they need to purge conservatives through whatever bullshit comes next and fuck you baked alaska your ass belongs in prison,us_capitol,Q1_2021,1
23989,Really Maga assholes? Wtf is wrong with you people??? #MAGAMorons #MAGAts #MAGATERRORISTS #TrumpFailedAmerica #ArrestThemAllNow,really maga assholes wtf is wrong with you people,us_capitol,Q1_2021,1
23995,Why aren't they ALL denied bail? Every one of those terrorists is a danger to society. #LockThemUp,why arent they all denied bail every one of those terrorists is a danger to society,us_capitol,Q1_2021,0
23996,I would be afraid to meet up with them in a dark alley. Typical Trumpsters.,i would be afraid to meet up with them in a dark alley typical trumpsters,us_capitol,Q1_2021,0
24027,"Whoopsy, @MarkMeadows. The shit flinging orange orangutan got some on you. #conspiracy #Georgia #TrumpIsACriminal #TrumpTapes",whoopsy  the shit flinging orange orangutan got some on you,us_capitol,Q1_2021,1
24032,Prosecutor: Trump incitement 'most dangerous crime' committed by US president | #neverForget #TrumpIsACriminal #JailTrump,prosecutor trump incitement most dangerous crime committed by us president,us_capitol,Q1_2021,0
24048,"How do those #rioters get to use the term Patriots. They attack law enforcement, go after congress, damage statues and history of the US. These are animals, lowlifes and #Deplorables and they deserve the name #1776Again #America #Americans #TedCruzIsATraitor #LockThemUp",how do those rioters get to use the term patriots they attack law enforcement go after congress damage statues and history of the us these are animals lowlifes and deplorables and they deserve the name,us_capitol,Q1_2021,1
24054,"Yeah but this was ok with them, trumpsters dumpsters, as long as he was pro Trump. What does that say?",yeah but this was ok with them trumpsters dumpsters as long as he was pro trump what does that say,us_capitol,Q1_2021,1
24055,No mulligan. Not ever. #MulliganMikeLee #TrumpIsGuilty #TrumpImpeachmentTrial2 #TrumpTreason #ConvictAndDisqualifyTrump #TrumpInsurrection #TrumpIsACriminal #TrumpIsANationalDisgrace #HoldThemAllAccountable #HoldTrumpAccountable,no mulligan not ever,us_capitol,Q1_2021,0
24069,"""Illicit trade is everybody's problem,"" @KarimaBrown tells @BLSA_Official webinar. ""And if you think that illicit trade is a victimless crime, think again. Don't think that you are better than the person buying illicit drugs, it's one and the same thing."" #LockThemUp",illicit trade is everybodys problem tells webinar and if you think that illicit trade is a victimless crime think again dont think that you are better than the person buying illicit drugs its one and the same thing,us_capitol,Q1_2021,0
24075,Hey @FBI here s the so-called president and his family celebrating the desecration of our capitol by #DomesticTerrorists that they incited and organized. Go prosecute them accordingly! #TrumpIsADomesticTerrorist #TrumpIsACriminal #SeditionHasConsequences #ArrestTrump,hey here s the socalled president and his family celebrating the desecration of our capitol by domesticterrorists that they incited and organized go prosecute them accordingly,us_capitol,Q1_2021,0
24079,100 people who just screwed up their lives. I hope it was worth it. 100 People Who Stormed The Capitol Building,100 people who just screwed up their lives i hope it was worth it 100 people who stormed the capitol building,us_capitol,Q1_2021,0
24085,#JoshHawley has blood on his fist #ExpelHawley #GOPSeditiousTraitors #ExpelTheGOPTreasonCaucus He is unfit for office. #TrumpIsGuilty #TrumpInsurrection #EugeneGoodman saved @MittRomney &amp; many many more incl. VP Pence.,joshhawley has blood on his fist he is unfit for office saved  many many more incl vp pence,us_capitol,Q1_2021,0
24087,"Treasonous Un-American Trumpsters feed off your anger, so laugh at them. #maga2020 #traitors #trump #treason #coward @joshhawleymo #tedcruz @donaldjtrumpjr",treasonous unamerican trumpsters feed off your anger so laugh at them,us_capitol,Q1_2021,1
24091,Why has Trump still not been arrested for the manslaughter of half a million people? #TrumpIsACriminal #COVID19,why has trump still not been arrested for the manslaughter of half a million people,us_capitol,Q1_2021,0
24099,"Evidently, he's done it before. And you know the trumpsters will find some way to justify it... even though it's wrong...",evidently hes done it before and you know the trumpsters will find some way to justify it even though its wrong,us_capitol,Q1_2021,0
24107,This is a Life lesson all of our parents taught us. Looks like it's just not in your Family Line! Shame on Don Jr. #Losegracefully #TrumpIsACriminal #TrumpisaNationalDisgrace,this is a life lesson all of our parents taught us looks like its just not in your family line shame on don jr,us_capitol,Q1_2021,1
24109,"Let me repeat myself. trump is a cult leader. and you trumpsters are in his cult, you will go down just as Jom jones followers went down.",let me repeat myself trump is a cult leader and you trumpsters are in his cult you will go down just as jom jones followers went down,us_capitol,Q1_2021,1
24126,Donald Trump ONLY incited an insurrection against the U.S capitol and tried to overturn the accurate results of a democratic election. No big deal. Give the man a break. @NikkiHaley should be ashamed. #BanTrumpSaveDemocracy #TrumpInsurrection,donald trump only incited an insurrection against the us capitol and tried to overturn the accurate results of a democratic election no big deal give the man a break should be ashamed,us_capitol,Q1_2021,0
24152,Fucking liberals and their cancel culture... #TrumpIsTrash #Trump #MAGA #MAGAIdiots #GOPHypocrisy,fucking liberals and their cancel culture,us_capitol,Q2_2021,1
24154,"Yep! White Supremacist underneath that Black skin! You re black, stop being the female Uncle Tom! Harsh reality girl! Stop making yourself look more stupid than you are, be proud of your heritage. Embrace you &amp; stop trying so hard to win the love of Trumpsters.",yep white supremacist underneath that black skin you re black stop being the female uncle tom harsh reality girl stop making yourself look more stupid than you are be proud of your heritage embrace you  stop trying so hard to win the love of trumpsters,us_capitol,Q2_2021,1
24164,Creepy Joe?! The only people who are creepy are Trumpsters and the orange jackass they worship.,creepy joe the only people who are creepy are trumpsters and the orange jackass they worship,us_capitol,Q2_2021,1
24165,America can not get better until those responsible for the corruption in the Trump administration to be held responsible. #LockThemUp,america can not get better until those responsible for the corruption in the trump administration to be held responsible,us_capitol,Q2_2021,0
24175,Now we know why Trump supporters were so angry on Jan 6th. #TrumpCrimeFamilyForPrison #TrumpisaCriminal,now we know why trump supporters were so angry on jan 6th,us_capitol,Q2_2021,0
24178,Trump is never going to be held accountable for the crimes he s openly committed. He s going to get away with all of it just like he always does. He could even be president again. Our country is so broken. #TrumpIsACriminal #RepublicansAreDestroyingAmerica,trump is never going to be held accountable for the crimes he s openly committed he s going to get away with all of it just like he always does he could even be president again our country is so broken,us_capitol,Q2_2021,0
24186,Trumpsters are the most idiotic people on the planet and this proves it.,trumpsters are the most idiotic people on the planet and this proves it,us_capitol,Q2_2021,1
24192,CLEVER: to prevent any further meltdowns by ex-POTUS his lackeys surrounded him in a green screen environment which projects long ago moments of glory in front of crowds of worshipping MagaMorons prior to their mass die off due to CV19 and gun violence... Trump is very happy,clever to prevent any further meltdowns by expotus his lackeys surrounded him in a green screen environment which projects long ago moments of glory in front of crowds of worshipping magamorons prior to their mass die off due to cv19 and gun violence trump is very happy,us_capitol,Q2_2021,1
24204,Maggie should hear what I ve been telling people... #TrumpInsurrection #TrumpCrimeFamily,maggie should hear what i ve been telling people,us_capitol,Q2_2021,0
24212,"That's because @GOPLeader is a cowardly, spineless toady of his #FASCIST Leader Trump. He's jumped upon the @GOP's #RevisionistHistrory #Disinformation campaign regarding the 6th of January 2021's TRUMP @FoxNews @newsmax @OANN #MAGAMorons #Treasonous #INSURRECTION #COUP attempt.",thats because is a cowardly spineless toady of his fascist leader trump hes jumped upon the s caign regarding the 6th of january 2021s trump attempt,us_capitol,Q2_2021,1
24232,I love talking shit to Trumpsters.....they're so fucking stupid.,i love talking shit to trumpsterstheyre so fucking stupid,us_capitol,Q2_2021,1
24236,"""Hancock and sister own firm given NHS contract"" 127,000 dead so @MattHancock &amp; co could cash in. Explains why they didn't want to lock down borders. #keepTheVirusFlying #corruption #cronyism #nepotism #selfservice #lockThemUp",hancock and sister own firm given nhs contract 127000 dead so  co could cash in explains why they didnt want to lock down borders,us_capitol,Q2_2021,0
24246,"No, it's because #TrumpInsurrection will be in jail!",no its because trumpinsurrection will be in jail,us_capitol,Q2_2021,0
24249,"Maybe MTG saw this and thought see, No evolution As dumbarsed as she is she didn't realize that Thats a revolution Turtle still way smarter than MTG and the MagaMorons out there",maybe mtg saw this and thought see no evolution as dumbarsed as she is she didnt realize that thats a revolution turtle still way smarter than mtg and the magamorons out there,us_capitol,Q2_2021,1
24254,"Y'all ""blacks"" follow that Simone chick and Crystal ......knowing they're trumpsters and show me a single tweet where they advocate for black lives ..... Y'all pathetic",yall blacks follow that simone chick and crystal knowing theyre trumpsters and show me a single tweet where they advocate for black lives  yall pathetic,us_capitol,Q2_2021,1
24259,Will America ever learn lessons from history ?? FFS wake up. #TrumpIsACriminal #Trump #America #WhiteSupremacy,will america ever learn lessons from history  ffs wake up,us_capitol,Q2_2021,0
24264,How do these assholes manage to keep their jobs and walk amongst us? #LockThemUp #MONSTERS,how do these assholes manage to keep their jobs and walk amongst us,us_capitol,Q2_2021,1
24273,"Good column, Max. Spot on. I despise Trumpsters and Jim Jordan especially. What a shitty teammate and coach he must have been at Ohio State. Get out of the clown car as soon as you can",good column max spot on i despise trumpsters and jim jordan especially what a shitty teammate and coach he must have been at ohio state get out of the clown car as soon as you can,us_capitol,Q2_2021,1
24280,Pass it on! Trump is still a whiny little bitch! I got to buy me a bunch of Robert DeNiro movies! That would piss off Trumpsters big time!,pass it on trump is still a whiny little bitch i got to buy me a bunch of robert deniro movies that would piss off trumpsters big time,us_capitol,Q2_2021,1
24281,"Is starting to look good against #COVID19 virus fight. I would personally like to thank ALL the people that wore and kept their mask on, got vaccinated, practiced social distancing, ...etc. Everyone else that didn't do any of that specially Trumpsters can go eat shit.",is starting to look good against covid19 virus fight i would personally like to thank all the people that wore and kept their mask on got vaccinated practiced social distancing etc everyone else that didnt do any of that specially trumpsters can go eat shit,us_capitol,Q2_2021,1
24287,"#TrumpIsACriminal #LockHimUp Trump attempted a coup. Now there are emails that prove it. , by @JuddLegum",trump attempted a coup now there are emails that prove it  by,us_capitol,Q2_2021,0
24292,Now how do we figure out who the fucking Trumpsters are. #cdc #mask,now how do we figure out who the fucking trumpsters are,us_capitol,Q2_2021,1
24298,"Of the 6 million murdered one could have cured cancer, one could have gone on and did great things, teachers, scientists, historians, doctors, artists, dancers, all lost because of one madman. NEVER AGAIN TRUMPSTERS NEVER AGAIN",of the 6 million murdered one could have cured cancer one could have gone on and did great things teachers scientists historians doctors artists dancers all lost because of one madman never again trumpsters never again,us_capitol,Q2_2021,0
24309,1/6 was #TrumpInsurrection period!,16 was trumpinsurrection period,us_capitol,Q2_2021,0
24322,Return of the Bunker Bitch at Floridumbfuckistan #TrumpIsACriminal,return of the bunker bitch at floridumbfuckistan,us_capitol,Q2_2021,1
24323,"But, so often among Trumpsters, common sense is not common at all. In fact, it s near extinct.",but so often among trumpsters common sense is not common at all in fact it s near extinct,us_capitol,Q2_2021,0
24325,"""Birthing person"" Is there anything that Neanderthal #MAGAMorons aren't triggered by? Give me a break.",birthing person is there anything that neanderthal magamorons arent triggered by give me a break,us_capitol,Q2_2021,1
24328,"This is who these people are . TRUTH be damned, lets oust #LizCheney and worship at alter of a Putin ass kissing, insurrectionist, pu$$y grabber responsible for nearing 600,000 #COVID19 deaths . Why deal in facts when there are alternatives to the facts #TrumpInsurrection",this is who these people are  truth be damned lets oust lizcheney and worship at alter of a putin ass kissing insurrectionist puy grabber responsible for nearing 600000 covid19 deaths  why deal in facts when there are alternatives to the facts,us_capitol,Q2_2021,1
24339,"#TrumpInsurrection #TheBigLie Capitol riot defendant will plead guilty, cooperate with government",capitol riot defendant will plead guilty cooperate with government,us_capitol,Q2_2021,0
24341,"Darwin was right. But, to his dismay some people preferred to remain apes! Trumpsters?",darwin was right but to his dismay some people preferred to remain apes trumpsters,us_capitol,Q2_2021,1
24342,"Really irritating news reports on the recall in California- acting like its a news story. Its just more grievance by Trumpsters, and desperate Republicans. Gov. Newsom is a very excellent governor, but why actually figure that out?",really irritating news reports on the recall in california acting like its a news story its just more grievance by trumpsters and desperate republicans gov newsom is a very excellent governor but why actually figure that out,us_capitol,Q2_2021,0
